L,K,mean_precision,mean_recall,min_recall,mean_f1,mean_candidate_expansion_ratio,mean_candidate_size,mean_query_time_ms,mean_optimal_score,recall_feasible_all
17,10,0.3709881792262337,0.457760471497193,0.0564444444444444,0.285090496899461,1.6404866854442657,620.55,1.4250969062503673,0.4045401153576249,False
17,20,0.401977508552838,0.5208852559268555,0.1175,0.32316884899586873,1.895063899800281,683.70625,1.7577762875033098,0.4240869917397617,False
17,30,0.38640899086455804,0.6486344558623252,0.235,0.38727856790048965,2.281829828869355,800.7,1.8565510562514653,0.44938324471132857,False
17,40,0.36321657303405464,0.7786433225407473,0.4354444444444444,0.44533226615288063,2.6139302529129353,926.5125,1.93203153125161,0.47227187372965124,False
17,50,0.2946696142808077,0.9500139196846514,0.8776667898497166,0.44561464999622574,3.3420675854433903,1251.9125,2.0771427000004117,0.44828847188882187,False
17,60,0.3970878879671941,0.7293606469861422,0.3181666666666666,0.4277360850685771,2.470164701521842,864.9375,2.0968263062505432,0.47032299221811286,False
17,70,0.46280898106969526,0.5671885147750877,0.0998333333333333,0.33312724551883,2.0590251665472357,721.50625,2.127763562500462,0.44055772533071413,False
17,80,0.42144057903749627,0.43460353253970935,0.0368333333333333,0.26639306409777636,1.5400199171984799,585.6125,2.12292655625137,0.4022109817830952,False
17,90,0.36832157930704557,0.351176043429216,0.0171666666666666,0.21675847038694163,1.1994426818950932,501.8875,2.136927349999951,0.36862815858893483,False
17,100,0.2896130430687466,0.2823262831359278,0.0076111111111111,0.14514016416013892,1.0378350253807107,459.79375000000005,2.241519793750779,0.31618952686458324,False
18,10,0.3698873874539813,0.4516388337066342,0.0578333333333333,0.2833032593009994,1.608147002868852,615.4125,1.43602833750065,0.4035038256278995,False
18,20,0.40139347368081546,0.5260818251225889,0.1202777777777777,0.32633045400366695,1.91353542669483,688.8,1.7446080375001394,0.4254641027790781,False
18,30,0.3854215132819784,0.6515779359460646,0.2362222222222222,0.38857237638124864,2.2917321803524913,803.6875,1.870762743751575,0.4496540493357802,False
18,40,0.3626369306438171,0.7815020811369858,0.4387777777777778,0.44619121881262613,2.622064141789318,930.06875,1.9534236750001543,0.4722425190936547,False
18,50,0.2940340885090541,0.9512083641290958,0.8792779009608278,0.4451118908005872,3.351081381944992,1255.96875,2.1277233937492923,0.44719450779834546,False
18,60,0.39620224894053335,0.7327011893417272,0.322611111111111,0.42938834930702435,2.4773220667739673,867.7249999999999,2.1392366875008673,0.4705550824985283,False
