HyperplaneLSH+HanMing,HyperplaneLSH
0.7648316408337787,0.26937466595403525
0.9518973810796365,0.6937466595403528
0.977552111170497,0.848743987172635
0.9994655264564404,0.9845002672367718
1.0,0.994655264564404
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
