dataset,L,K,point_precision,point_recall,point_f1,candidate_size,exact_r25_candidate_size,candidate_to_true_ratio,candidate_expansion_ratio,query_time_ms,mean_hamming_threshold
cifar10,20,58,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.6395385499995427,19.149419191919193
cifar10,20,60,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.6694229499995004,19.141780303030306
cifar10,20,62,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.5840895750036452,19.141780303030306
cifar10,20,64,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.5390448250050213,19.141780303030306
cifar10,20,66,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.630416725003215,19.141780303030306
cifar10,20,68,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.511418750000871,19.144280303030303
cifar10,20,70,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.5434636000028377,19.151919191919195
cifar10,20,72,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.526283299999932,19.160946969696973
cifar10,20,74,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.5654541500003347,18.468282828282828
cifar10,20,76,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.7556884000034643,18.488901515151518
cifar10,20,78,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.5577739499908603,18.20988005050505
cifar10,20,80,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.574864599995408,18.22515782828283
cifar10,20,82,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.5818573000000242,17.549015151515153
cifar10,20,84,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.854989399999397,17.581755050505052
cifar10,20,86,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.0097165750035515,17.601041666666667
cifar10,20,88,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.80803959999929,17.151931818181815
cifar10,20,90,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.827319725001587,16.638762626262626
cifar10,20,92,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.0509645249978234,16.20205176767677
cifar10,20,94,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.8446084250063564,16.216546717171717
cifar10,20,96,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,2.8953999500018313,15.902632575757575
cifar10,20,98,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.0868906750015412,15.25758207070707
cifar10,20,100,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.094382299994436,14.92606691919192
cifar10,20,102,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.2626593749981225,14.671830808080808
cifar10,20,104,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.1588301749977177,13.960372474747476
cifar10,20,106,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.0609634249984197,13.701275252525253
cifar10,20,108,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.2314886250006225,12.70840909090909
cifar10,20,110,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.1559426249984313,12.490625
cifar10,20,112,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.072105199998987,12.483579545454546
cifar10,20,114,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.1322884750025537,11.46054292929293
cifar10,20,116,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.3007104999953185,11.231003787878787
cifar10,20,118,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.138420849995782,10.206060606060607
cifar10,20,120,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.421222874997909,9.992897727272727
cifar10,20,122,0.25,1.0,0.39999999999967994,1800.0,450.0,4.0,4.0,3.079454250001845,8.94671085858586
